u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10
3,0,20760,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20760,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20760,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20760,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,20760,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,20764,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20764,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20764,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20764,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20764,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20764,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20764,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,20764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,20768,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20768,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20768,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20768,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20768,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20768,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,20768,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,5,20768,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,20772,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,20772,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20772,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20772,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20772,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20772,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,20772,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,20772,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20776,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20776,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20776,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,20776,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,20776,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20776,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20776,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20776,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20780,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,20780,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,20780,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,20780,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,20780,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,20780,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,20780,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20780,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20784,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,20784,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,20784,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,3,20784,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,20784,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,20784,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,20784,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20784,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20788,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20788,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20788,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20788,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20788,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20788,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,20788,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20788,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20792,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20792,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20792,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20792,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20792,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20792,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,20792,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20792,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20796,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20796,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20796,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,20796,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20796,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20796,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,20796,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20796,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20800,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20800,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20800,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,20800,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20800,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20800,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,20800,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20800,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20804,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20804,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20804,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,20804,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,20804,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,20804,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,20804,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20804,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20808,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20808,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20808,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20808,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20808,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20808,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,20808,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20808,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20812,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20812,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20812,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20812,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20812,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20812,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,4,20812,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,20812,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20816,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20816,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20816,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20816,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20816,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20816,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2,20816,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,0,20816,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20820,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20820,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20820,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20820,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,20820,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,20820,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20820,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20820,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20824,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,20824,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20824,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20824,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20824,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,20824,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,20824,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,3,20824,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,2,20828,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,20828,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,20828,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,20828,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20828,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,20828,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,20828,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,20828,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,20832,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20832,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20832,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,20832,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20832,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20832,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2,20832,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,0,20832,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20836,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20836,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20836,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20836,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20836,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20836,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2,20836,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,5,20836,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,20840,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20840,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20840,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20840,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,2,20840,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20840,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2,20840,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,2,20840,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,20844,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,20844,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20844,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,20844,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,20844,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20844,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,20844,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,4,20844,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,5,20848,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20848,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20848,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,20848,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,20848,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,20848,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,20848,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,2,20848,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,5,20852,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20852,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,20852,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,20852,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,20852,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,20852,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20852,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20852,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20856,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20856,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20856,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,20856,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,20856,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,4,20856,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,20856,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20856,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20860,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20860,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20860,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20860,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20860,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,20860,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,20860,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20860,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20864,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20864,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20864,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20864,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20864,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,20864,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,4,20864,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,20864,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20868,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20868,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20868,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,20868,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,20868,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20868,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20868,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20868,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20872,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20872,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20872,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20872,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20872,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20872,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20872,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20872,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20876,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,20876,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,20876,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20876,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20876,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20876,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20876,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20876,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20880,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,20880,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,20880,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20880,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20880,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20880,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20880,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,3,20880,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,2,20884,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,20884,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,20884,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20884,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20884,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20884,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,5,20884,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,0,20884,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20888,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,20888,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,20888,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20888,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20888,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20888,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,5,20888,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,0,20888,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20892,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,20892,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,20892,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20892,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20892,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20892,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,5,20892,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,0,20892,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20896,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,20896,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,4,20896,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,20896,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20896,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20896,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,5,20896,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,0,20896,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20900,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20900,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,20900,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,20900,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20900,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20900,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
